LABEL	state_id	item_index	lexical_identity	target_phonology	S0_freear_predicted_phonology	divergence_step	diag_prefix_correction_label	diag_prefix_correction_corrected_predicted_phonology	diag_prefix_correction_corrected_exact	diag_prefix_correction_corrected_second_divergence_step	diag_prefix_correction_corrected_terminated_by_cap
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28637	scorsese	S K AO R S IY Z	S K AO R T	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AO R S IY	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28639	scotch	S K AA CH	S K IH NG K	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AA P	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28640	scotsman	S K AA T S M AH N	G AH S T AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AA T S M AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28642	scottsdale	S K AA T S D EY L	D AA N T UW L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EH N D UW L	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28643	scoundrel	S K AW N D R AH L	S K AY L D IH SH	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AW N D R AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28644	scour	S K AW ER	S K AA P ER	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AW ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28645	scourge	S K ER JH	T R AA M AH T ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S T R AO NG ER	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28646	scouting	S K AW T IH NG	S IH G N IY W ER D	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AW T IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28647	scoutmaster	S K AW T M AE S T ER	W EY V IY ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AW T M AE N S T ER	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28649	scowl	S K AW L	S L AE T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AW T	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28651	scrabble	S K R AE B AH L	S K R AE CH B UH L	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE B AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28652	scraggly	S K R AE G L IY	S AH DH ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE B IY	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28653	scram	S K R AE M	P IY B AA R	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S ER K	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28654	scramble	S K R AE M B AH L	S K R AH M	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE F	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28655	scranton	S K R AE N T AH N	S K R AE NG K IH NG T AH N	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE N T AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28656	scrap	S K R AE P	S T AE K	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE P	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28657	scrapbook	S K R AE P B UH K	P ER F AO R M D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH T R IY G AE S T	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28658	scrape	S K R EY P	S K R AH B AH L	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R EY P	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28659	scraper	S K R EY P ER	K AE N JH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R EY P	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28661	scrapping	S K R AE P IH NG	K W OW IH T IH NG	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AE N IH NG	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28662	scrappy	S K R AE P IY	S K R AE P	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE P IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28663	scratched	S K R AE CH T	S K R AH T D	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE CH T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28664	scratchy	S K R AE CH IY	S K R IY M AH N	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE CH IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28666	scrawny	S K R AO N IY	S T R AH K IY	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AO N IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28667	scream	S K R IY M	S K R IY CH	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28668	screamer	S K R IY M ER	S K AY M ER	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY M ER	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28671	screed	S K R IY D	S K AH T ER IY	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY D W IY	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28673	screenplay	S K R IY N P L EY	S EH K T ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AE R IY	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28674	screenwriter	S K R IY N R AY T ER	G R IY S T AH N ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S P IH R IY S ER	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28675	screwball	S K R UW B AO L	S AA R K UW R	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW CH IY	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28676	screwdriver	S K R UW D R AY V ER	S K R UW CH	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW D	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28677	screwy	S K R UW IY	K R AE K IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AE CH IY	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28678	scribble	S K R IH B AH L	R IH M P	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH B AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28679	scribbler	S K R IH B L ER	S K R IY R OW	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH B L AH K	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28681	scribner	S K R IH B N ER	S AE L V AH N	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH B	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28682	scrimmage	S K R IH M IH JH	HH AE N D S T AO R M	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AY N AH N OW K AH L	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28683	scrimp	S K R IH M P	L AE N S K EY L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH P T	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28684	scrimshaw	S K R IH M SH AO	S T AA M AH R OW	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH L Y AH N	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28686	scripted	S K R IH P T IH D	F AO R W EH L IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY W EY	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28688	scripture	S K R IH P CH ER	AH S P EH K T IH V	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH P CH ER IH NG	0	7	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28689	scrivener	S K R IH V N ER	R IH G R EH R	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EH K SH IY	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28690	scrod	S K R AA D	S K IH P R IH T	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IH P M IH TH	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28691	scrooge	S K R UW JH	L UW R S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R UW G	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28692	scrounge	S K R AW N JH	K ER S AH N D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R IY P S	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28694	scrubbed	S K R AH B D	SH AH B AH D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AH B D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28696	scrubbing	S K R AH B IH NG	R AE D IH NG	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R AH B IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28699	scruggs	S K R AH G Z	S EH L F AH S	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AY L D	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28701	scruple	S K R UW P AH L	P R OW N EY T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K R EH N JH AH Z AH L	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28702	scrutinize	S K R UW T AH N AY Z	F R IY L OW	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S T R IY G	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28703	scrutiny	S K R UW T AH N IY	K W EH R EH S ER IY Z	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY K W AH S IY	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28704	scud	S K AH D	K AA R D R UW P	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28705	scuff	S K AH F	F AH L B	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K UW D AH L	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28706	scuffle	S K AH F AH L	HH AH N IY K SH AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH F AH L K AH N T	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28707	scull	S K AH L	S K IH R	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28708	sculley	S K AH L IY	K AA R L AH N	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AA T R AH	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28709	scullion	S K AH L Y AH N	S P AA N D ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K EY P ER	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28712	sculptural	S K AH L P CH ER AH L	M AA R V AH L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH L P CH ER CH	0	7	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28713	scum	S K AH M	S K AY D	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28714	scumbag	S K AH M B AE G	S K AE M B R OW	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH M B AE G	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28715	scupper	S K AH P ER	S K IH N P	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH N P R IH G	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28716	scuppernong	S K AH P ER N AO NG	B AH N CH IH P	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AH P AA K AH	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28717	scurrilous	S K ER AH L AH S	S K ER AH P AH S	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K ER AH L AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28718	scurry	S K ER IY	K AW ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K ER T	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28720	scuttlebutt	S K AH T AH L B AH T	B AH N CH IH L IH T IY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S K AH T AA R	0	4	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28722	scythe	S IH TH	S IH M N AA	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH TH	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28724	seabed	S IY B EH D	S EH P IY AH N	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY B EH D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28726	seaboard	S IY B AO R D	S IY B R AO S	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY B AO R D Z	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28727	seaborne	S IY B AO R N	S IY P EH N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY B IY S IY	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28728	seacoast	S IY K OW S T	S IY K IY P AY	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY K OW S	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28729	seafarer	S IY F EH R ER	JH AO R L AH N D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH L AO R IH S T	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28730	seafront	S IY F R AH N T	S IY M Z	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY F R AH N T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28731	seagoing	S IY G OW IH NG	M AY N HH AE P IH D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY G OW IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28732	seagram	S IY G R AH M	S IY G R AH M OW N	6	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY G R AH M	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28733	seagull	S IY G AH L	S IY G AH L W EH L	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY G AH L	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28734	sealant	S IY L AH N T	S IY L AH N AY Z	5	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY L AH N T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28735	sealer	S IY L ER	D IH TH	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EY ER	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28737	seaman	S IY M AH N	S K AO NG ER AH S T ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY G AH N	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28738	seamless	S IY M L AH S	S T R IH L IH NG HH AW	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY M L AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28739	seamstress	S IY M S T R IH S	L AH S T R AH S	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY M S T R IH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28741	seance	S EY AA N S	S EH R AH T AO R JH	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EY K AA L AH JH	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28742	seaport	S IY P AO R T	P IH Z AH W IH D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY P AO R T	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28743	sear	S IH R	R OW B AH L	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH R	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28748	seashell	S IY SH EH L	S AA R N SH ER	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY AA N SH AA R	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28750	seasick	S IY S IH K	S IH S IH NG	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY S IH K IY	0	5	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28751	seaside	S IY S AY D	L IH T S AY D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY S F AY T	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28752	seasoned	S IY Z AH N D	P IY T ER	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY Z AH N D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28754	seatbelt	S IY T B EH L T	B AY R OW T	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY B IY	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28755	seato	S IY T OW	S IH T AE NG K	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY S F OW L D	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28756	seaward	S IY W ER D	S IY D IY N AH S	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY W ER D	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28757	seawater	S IY W AA T ER	D UW P AA R IH K	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S OW L M IH N T	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28758	seaway	S IY W EY	S IY W EY V	4	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY W EY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28760	seaworthy	S IY W AO R DH IY	S ER CH EY S AH Z	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY W EY ZH AH N D	0	3	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28761	sebaceous	S AH B EY SH AH S	S AH B S IH K S	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AH B EY SH AH S	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28762	sebastian	S AH B AE S CH AH N	S AH B UW S AH L	3	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S AH B AE S CH AH N	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28763	sebring	S IY B R IH NG	S IY G IH N	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY B R IH NG	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28764	secede	S IH S IY D	S EH M AH N EY T	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH M B ER	0	2	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28765	secession	S IH S EH SH AH N	IH N T EH P S OY D	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EH N AH S IY	0	1	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28767	seclusion	S IH K L UW ZH AH N	S IH M N AH S	2	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IH K L UW ZH ER	0	6	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28768	secrecy	S IY K R AH S IY	S IH K R OW S IH Z AH M	1	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S IY K R AH S IY	1	NA	0
DIAGNOSTIC_ONLY_PREFIX_CORRECTION — NOT PERFORMANCE; NOT AN INFERENCE MECHANISM	W4_REP	28769	secrete	S IH K R IY T	K OW M EY	0	DIAGNOSTIC_ONLY_PREFIX_CORRECTION	S EH K T OW V	0	1	0
